Word,Count,Percentage,Total,Distinct
the,698,6.727710843373494,10375,1958
and,367,3.5373493975903614,,
of,366,3.5277108433734936,,
to,344,3.31566265060241,,
is,295,2.8433734939759034,,
it,230,2.216867469879518,,
in,172,1.657831325301205,,
not,167,1.6096385542168676,,
he,144,1.3879518072289156,,
a,133,1.2819277108433735,,
that,132,1.272289156626506,,
be,126,1.2144578313253012,,
his,114,1.0987951807228915,,
who,105,1.0120481927710843,,
all,96,0.925301204819277,,
them,83,0.8,,
its,83,0.8,,
#tao,81,0.7807228915662651,,
their,79,0.7614457831325301,,
are,78,0.7518072289156627,,
from,70,0.6746987951807228,,
they,70,0.6746987951807228,,
with,69,0.6650602409638554,,
no,66,0.636144578313253,,
what,62,0.5975903614457831,,
as,62,0.5975903614457831,,
things,55,0.5301204819277108,,
does,54,0.5204819277108433,,
i,54,0.5204819277108433,,
do,53,0.5108433734939759,,
when,53,0.5108433734939759,,
which,53,0.5108433734939759,,
will,52,0.5012048192771085,,
by,48,0.4626506024096385,,
one,48,0.4626506024096385,,
has,47,0.4530120481927711,,
there,47,0.4530120481927711,,
on,46,0.44337349397590364,,
this,46,0.44337349397590364,,
we,46,0.44337349397590364,,
but,45,0.43373493975903615,,
him,43,0.41445783132530123,,
so,43,0.41445783132530123,,
great,42,0.4048192771084337,,
therefore,40,0.38554216867469876,,
men,39,0.3759036144578313,,
have,39,0.3759036144578313,,
for,37,0.3566265060240964,,
those,36,0.3469879518072289,,
would,36,0.3469879518072289,,
#heaven,36,0.3469879518072289,,
thus,33,0.3180722891566265,,
people,32,0.308433734939759,,
if,32,0.308433734939759,,
without,32,0.308433734939759,,
#sage,31,0.2987951807228916,,
know,31,0.2987951807228916,,
yet,28,0.26987951807228916,,
can,28,0.26987951807228916,,
#state,27,0.26024096385542167,,
or,26,0.25060240963855424,,
way,24,0.23132530120481926,,
may,23,0.22168674698795182,,
were,23,0.22168674698795182,,
like,23,0.22168674698795182,,
an,23,0.22168674698795182,,
himself,21,0.20240963855421684,,
place,21,0.20240963855421684,,
at,20,0.19277108433734938,,
should,20,0.19277108433734938,,
themselves,20,0.19277108433734938,,
other,20,0.19277108433734938,,
',19,0.18313253012048192,,
being,18,0.17349397590361446,,
world,18,0.17349397590361446,,
name,18,0.17349397590361446,,
#death,17,0.163855421686747,,
knows,17,0.163855421686747,,
was,17,0.163855421686747,,
while,17,0.163855421686747,,
shall,17,0.163855421686747,,
#life,16,0.1542168674698795,,
more,16,0.1542168674698795,,
good,16,0.1542168674698795,,
keep,16,0.1542168674698795,,
how,16,0.1542168674698795,,
become,16,0.1542168674698795,,
skilful,16,0.1542168674698795,,
doing,16,0.1542168674698795,,
earth,16,0.1542168674698795,,
small,15,0.14457831325301204,,
own,15,0.14457831325301204,,
always,15,0.14457831325301204,,
man,14,0.13493975903614458,,
nothing,14,0.13493975903614458,,
make,14,0.13493975903614458,,
long,14,0.13493975903614458,,
our,14,0.13493975903614458,,
makes,14,0.13493975903614458,,
these,14,0.13493975903614458,,
under,14,0.13493975903614458,,
called,13,0.12530120481927712,,
where,13,0.12530120481927712,,
hold,12,0.11566265060240963,,
seem,12,0.11566265060240963,,
highest,12,0.11566265060240963,,
any,12,0.11566265060240963,,
still,12,0.11566265060240963,,
into,12,0.11566265060240963,,
sure,11,0.10602409638554218,,
only,11,0.10602409638554218,,
kingdom,11,0.10602409638554218,,
cannot,11,0.10602409638554218,,
about,11,0.10602409638554218,,
such,11,0.10602409638554218,,
because,11,0.10602409638554218,,
able,11,0.10602409638554218,,
others,11,0.10602409638554218,,
knowledge,11,0.10602409638554218,,
see,11,0.10602409638554218,,
having,11,0.10602409638554218,,
unchanging,11,0.10602409638554218,,
attributes,10,0.09638554216867469,,
strong,10,0.09638554216867469,,
though,10,0.09638554216867469,,
did,10,0.09638554216867469,,
end,10,0.09638554216867469,,
rest,10,0.09638554216867469,,
also,10,0.09638554216867469,,
come,10,0.09638554216867469,,
purpose,10,0.09638554216867469,,
away,10,0.09638554216867469,,
through,10,0.09638554216867469,,
out,10,0.09638554216867469,,
seems,9,0.08674698795180723,,
overcomes,9,0.08674698795180723,,
easy,9,0.08674698795180723,,
firm,9,0.08674698795180723,,
am,9,0.08674698795180723,,
words,9,0.08674698795180723,,
possessed,9,0.08674698795180723,,
return,9,0.08674698795180723,,
old,9,0.08674698795180723,,
three,9,0.08674698795180723,,
could,9,0.08674698795180723,,
had,9,0.08674698795180723,,
me,9,0.08674698795180723,,
most,9,0.08674698795180723,,
mind,9,0.08674698795180723,,
excellence,9,0.08674698795180723,,
whose,9,0.08674698795180723,,
act,9,0.08674698795180723,,
up,9,0.08674698795180723,,
before,9,0.08674698795180723,,
skill,9,0.08674698795180723,,
arms,8,0.07710843373493975,,
thing,8,0.07710843373493975,,
said,8,0.07710843373493975,,
day,8,0.07710843373493975,,
course,8,0.07710843373493975,,
'the,8,0.07710843373493975,,
full,8,0.07710843373493975,,
than,8,0.07710843373493975,,
stillness,8,0.07710843373493975,,
hence,8,0.07710843373493975,,
free,8,0.07710843373493975,,
wish,8,0.07710843373493975,,
action,8,0.07710843373493975,,
made,8,0.07710843373493975,,
use,8,0.07710843373493975,,
give,8,0.07710843373493975,,
call,8,0.07710843373493975,,
two,8,0.07710843373493975,,
found,8,0.07710843373493975,,
sincere,7,0.06746987951807229,,
soft,7,0.06746987951807229,,
now,7,0.06746987951807229,,
right,7,0.06746987951807229,,
alone,7,0.06746987951807229,,
let,7,0.06746987951807229,,
appeared,7,0.06746987951807229,,
get,7,0.06746987951807229,,
my,7,0.06746987951807229,,
calamity,7,0.06746987951807229,,
take,7,0.06746987951807229,,
degree,7,0.06746987951807229,,
evil,7,0.06746987951807229,,
carry,7,0.06746987951807229,,
finds,7,0.06746987951807229,,
ends,7,0.06746987951807229,,
person,7,0.06746987951807229,,
root,7,0.06746987951807229,,
difficult,7,0.06746987951807229,,
go,7,0.06746987951807229,,
takes,7,0.06746987951807229,,
desire,7,0.06746987951807229,,
gentleness,6,0.057831325301204814,,
very,6,0.057831325301204814,,
kings,6,0.057831325301204814,,
princes,6,0.057831325301204814,,
weak,6,0.057831325301204814,,
greatest,6,0.057831325301204814,,
sky,6,0.057831325301204814,,
strength,6,0.057831325301204814,,
